group,names,scores,logfoldchanges,pvals,pvals_adj
NK / CD8+ T cells,PAK3,-22.604134,-0.33856368,3.9465140576042293e-113,1.2855094650176644e-112
NK / CD8+ T cells,ACTR6,-22.838882,,1.8848090187923984e-115,6.200029667080258e-115
NK / CD8+ T cells,IL27RA,-22.998093,,4.870654408971436e-117,1.639950979451662e-116
NK / CD8+ T cells,CCDC91,-23.029495,,2.3611911245196816e-117,7.976997042296222e-117
NK / CD8+ T cells,ANKRD44,-23.050604,,1.4505581124678498e-117,4.917146143958813e-117
NK / CD8+ T cells,AL928768.3,-23.055616,,1.2919809140257449e-117,4.387031966131562e-117
NK / CD8+ T cells,DUOX1,-23.182013,1.5757978,6.915267319532522e-119,2.3763805221761244e-118
NK / CD8+ T cells,NSMAF,-23.185806,,6.332058099815873e-119,2.1797101892653606e-118
NK / CD8+ T cells,HCFC2,-23.372166,,8.203597426763633e-121,2.8534251919177855e-120
NK / CD8+ T cells,NUP54,-23.42091,,2.617085743913909e-121,9.150649454244438e-121
NK / CD8+ T cells,RIOK1,-23.485748,,5.704305163400808e-122,2.0015105836494066e-121
NK / CD8+ T cells,RP13-131K19.2,-23.557116,0.8731926,1.0613263873031007e-122,3.756907565674693e-122
NK / CD8+ T cells,TRIP11,-23.693674,,4.189925908848986e-124,1.4964021103032092e-123
NK / CD8+ T cells,XXbac-BPG299F13.17,-23.720444,,2.2187076658165353e-124,7.95235722514887e-124
NK / CD8+ T cells,ZNF32,-23.745344,,1.2274326166401405e-124,4.407298443950235e-124
NK / CD8+ T cells,TPO,-23.78233,1.1118157,5.088909129823305e-125,1.8338411278642539e-124
NK / CD8+ T cells,PACRGL,-23.803463,2.2580318,3.0751025859452177e-125,1.1121528339765706e-124
NK / CD8+ T cells,RDH14,-23.832184,,1.54971944758976e-125,5.625115962213284e-125
NK / CD8+ T cells,KRTAP5-AS1,-23.853806,1.8304486,9.246342057771082e-126,3.3623062028258477e-125
NK / CD8+ T cells,DNMT3A,-23.939127,,1.1993472036856914e-126,4.377179575495224e-126
NK / CD8+ T cells,TGFBR3L,-23.966791,0.15224257,6.175431796789053e-127,2.2620629292267592e-126
NK / CD8+ T cells,ACSM3,-24.066664,,5.586894309946103e-128,2.0924697790060307e-127
NK / CD8+ T cells,RIOK2,-24.132883,,1.1295261052047189e-128,4.2543356128237997e-128
NK / CD8+ T cells,LGALS3BP,-24.182684,,3.3846810861413214e-129,1.2869509833236963e-128
NK / CD8+ T cells,FCRLA,-24.211946,,1.6652579125831943e-129,6.392544769993067e-129
NK / CD8+ T cells,MEOX1,-24.369097,-2.5125508,3.6379954825005454e-131,1.4128137796118623e-130
NK / CD8+ T cells,GRAP2,-24.386436,,2.3821299669865346e-131,9.268988198391186e-131
NK / CD8+ T cells,TXNDC5,-24.398197,3.0762396,1.7872541679030214e-131,6.981461593371177e-131
NK / CD8+ T cells,USP20,-24.469212,,3.143037106182274e-132,1.2398568466202264e-131
NK / CD8+ T cells,ATF7IP2,-24.503325,,1.3613990423717491e-132,5.391679375729699e-132
NK / CD8+ T cells,UXS1,-24.560333,,3.3544170877805266e-133,1.3417668351122107e-132
NK / CD8+ T cells,PJA1,-24.580599,,2.037016211808629e-133,8.180787999231443e-133
NK / CD8+ T cells,CISH,-24.662046,,2.7330889296414245e-134,1.102051987758639e-133
NK / CD8+ T cells,C12orf45,-24.674456,,2.0113596520803374e-134,8.143156486155212e-134
NK / CD8+ T cells,ATP6V0E2,-24.730923,,4.974176491402509e-135,2.017921497526373e-134
NK / CD8+ T cells,NEMF,-24.734879,,4.509834821879571e-135,1.8332661877559232e-134
NK / CD8+ T cells,PRPS2,-24.750917,,3.0305174916855477e-135,1.2394754567221054e-134
NK / CD8+ T cells,TNRC6B,-24.777634,,1.5621539979500932e-135,6.415416829363833e-135
NK / CD8+ T cells,TCEAL4,-24.81665,,5.927365391319571e-136,2.4493245418675913e-135
NK / CD8+ T cells,CHD2,-24.838976,,3.4020297862502978e-136,1.4145653996882737e-135
NK / CD8+ T cells,ZFYVE28,-24.884008,,1.108502227112987e-136,4.638084632271912e-136
NK / CD8+ T cells,ZNF45,-24.950228,,2.1232205982050857e-137,8.921094950441537e-137
NK / CD8+ T cells,ZNF493,-24.964317,,1.4929279865722541e-137,6.28601257504107e-137
NK / CD8+ T cells,RCN2,-24.97987,,1.0118094565124244e-137,4.278264086733296e-137
NK / CD8+ T cells,IL24,-25.039696,0.68331,2.2607928938687033e-138,9.620395293058313e-138
NK / CD8+ T cells,RIC3,-25.133823,,2.1237841397008155e-139,9.076000597012031e-139
NK / CD8+ T cells,NELL2,-25.156693,,1.1939512005394855e-139,5.113281372760109e-139
NK / CD8+ T cells,ZSCAN5A,-25.184004,4.4067836,5.997405204222699e-140,2.5850884500959906e-139
NK / CD8+ T cells,CGRRF1,-25.187662,,5.468787950115919e-140,2.3623274082574164e-139
NK / CD8+ T cells,GOLGB1,-25.252445,,1.0646446324134362e-140,4.638974433174013e-140
NK / CD8+ T cells,BSDC1,-25.254126,,1.0203565478468283e-140,4.455705449112788e-140
NK / CD8+ T cells,ARID5B,-25.266047,,7.546786446264751e-141,3.309994055379277e-140
NK / CD8+ T cells,MCOLN3,-25.280083,0.73020023,5.290201858060455e-141,2.3253634540925076e-140
NK / CD8+ T cells,TMEM87A,-25.283497,,4.85209586311672e-141,2.137487164368599e-140
NK / CD8+ T cells,EARS2,-25.321049,1.8101856,1.8733728950521285e-141,8.289260597575789e-141
NK / CD8+ T cells,CITED4,-25.35752,,7.424407185043895e-142,3.2997365266861757e-141
NK / CD8+ T cells,PWP1,-25.393177,,2.9998585298884945e-142,1.3452280403087418e-141
NK / CD8+ T cells,PAICS,-25.432571,,1.100597746331139e-142,4.9800803001409e-142
NK / CD8+ T cells,PASK,-25.437124,,9.800976397561232e-143,4.44488725512981e-142
NK / CD8+ T cells,ICOS,-25.45452,,6.291326083165493e-143,2.8596936741661332e-142
NK / CD8+ T cells,BIRC3,-25.53212,,8.674988704648414e-144,3.970246546749846e-143
NK / CD8+ T cells,CD84,-25.54935,,5.582540038644635e-144,2.5666850752389124e-143
NK / CD8+ T cells,IRF9,-25.567287,,3.527215200826917e-144,1.6254447930077958e-143
NK / CD8+ T cells,NDUFAF4,-25.570269,,3.268026190146874e-144,1.5094809192364314e-143
NK / CD8+ T cells,ING5,-25.578695,,2.6336053301443195e-144,1.2192617269186663e-143
NK / CD8+ T cells,EMB,-25.610695,,1.1596287174069723e-144,5.381107737387343e-144
NK / CD8+ T cells,ETS1,-25.618607,,9.466139093862374e-145,4.4028553924941277e-144
NK / CD8+ T cells,TMEM177,-25.621912,-1.3567185,8.696343489417831e-145,4.063711910942912e-144
NK / CD8+ T cells,DPH5,-25.731863,,5.144939209493157e-146,2.4441516434646826e-145
NK / CD8+ T cells,ARMCX5,-25.828672,,4.225182195253976e-147,2.021618275241137e-146
NK / CD8+ T cells,BACE2,-25.836504,,3.450364177816605e-147,1.662826109791135e-146
NK / CD8+ T cells,USP5,-25.837776,,3.3385214761527346e-147,1.6128123073201618e-146
NK / CD8+ T cells,EHMT2,-25.843657,,2.8672922639876337e-147,1.3885192561683458e-146
NK / CD8+ T cells,IL23A,-25.865658,,1.622047581786585e-147,7.912427228227245e-147
NK / CD8+ T cells,DHX8,-25.870508,,1.4305262210014214e-147,7.012383436281477e-147
NK / CD8+ T cells,CASC4,-26.028986,,2.32717124067987e-149,1.1694327842612413e-148
NK / CD8+ T cells,RNF26,-26.060957,,1.0107769364056974e-149,5.117857905851632e-149
NK / CD8+ T cells,NPHP3,-26.069763,,8.032050320100102e-150,4.0875574148092125e-149
NK / CD8+ T cells,TCL1B,-26.078352,,6.418335995719513e-150,3.2830363149460423e-149
NK / CD8+ T cells,IGLL5,-26.122355,,2.0319703114000945e-150,1.047407377010358e-149
NK / CD8+ T cells,PGM2L1,-26.217403,-0.30983317,1.6829505322621073e-151,8.742600167595362e-151
NK / CD8+ T cells,PHF14,-26.299828,,1.9264828307068383e-152,1.008629754296774e-151
NK / CD8+ T cells,TNFRSF25,-26.32302,,1.0455775202538643e-152,5.488595906844432e-152
NK / CD8+ T cells,HOOK2,-26.358406,,4.1112335175417914e-153,2.1638071144956796e-152
NK / CD8+ T cells,MLLT10,-26.452858,,3.382626159381221e-154,1.8040672850033178e-153
NK / CD8+ T cells,RFC1,-26.4896,,1.2772333557767362e-154,6.830124897201797e-154
NK / CD8+ T cells,OAT,-26.498432,,1.0103973047911471e-154,5.4322435741459524e-154
NK / CD8+ T cells,PIK3R1,-26.60134,,6.550176646755162e-156,3.5406360252730605e-155
NK / CD8+ T cells,P2RY10,-26.616945,,4.321604842584646e-156,2.3423332480133584e-155
NK / CD8+ T cells,GPATCH4,-26.672491,0.42587095,9.817464289165301e-157,5.350116778836676e-156
NK / CD8+ T cells,THEM4,-26.725163,,2.401036549309432e-157,1.3228851511346734e-156
NK / CD8+ T cells,GALT,-26.775723,,6.1973490415728015e-158,3.4719042249707574e-157
NK / CD8+ T cells,C1R,-26.84671,0.60941464,9.214447635516867e-159,5.191238104516545e-158
NK / CD8+ T cells,CLYBL,-26.88329,,3.444376124299034e-159,1.9459752114683807e-158
NK / CD8+ T cells,GPR171,-26.892555,,2.6838252572047263e-159,1.5205808822689668e-158
NK / CD8+ T cells,CAMK2N1,-26.93168,-0.10780571,9.350592828107485e-160,5.358505918686239e-159
NK / CD8+ T cells,AKTIP,-26.941488,,7.176937747683336e-160,4.124676866484676e-159
NK / CD8+ T cells,GPR63,-26.997847,1.8367987,1.56650523901929e-160,9.081189791416175e-160
NK / CD8+ T cells,BLZF1,-27.121454,,5.499724898794614e-162,3.216213391107961e-161
NK / CD8+ T cells,NNT-AS1,-27.211082,1.8270066,4.80222599230827e-163,2.8415538416025265e-162
NK / CD8+ T cells,CD82,-27.247744,,1.7674218467320413e-163,1.0489150425709443e-162
NK / CD8+ T cells,LINC00926,-27.269445,,9.77393017693198e-164,5.852652800558071e-163
NK / CD8+ T cells,XPOT,-27.285648,,6.278647015324122e-164,3.7709591683628355e-163
NK / CD8+ T cells,MTERFD2,-27.336723,,1.5533278310619408e-164,9.38566665294224e-164
NK / CD8+ T cells,RAD51B,-27.341654,,1.3571713155378367e-164,8.225280700229313e-164
NK / CD8+ T cells,TBC1D15,-27.352898,,9.974921201501986e-165,6.063781885411541e-164
NK / CD8+ T cells,IFT57,-27.477968,,3.2195959141472924e-166,1.9812897933214106e-165
NK / CD8+ T cells,ATG4C,-27.543077,,5.356414343748244e-167,3.316665228327086e-166
NK / CD8+ T cells,NR2C1,-27.54671,,4.846009189681111e-167,3.009943596075224e-166
NK / CD8+ T cells,CEP68,-27.56917,,2.60737654887282e-167,1.624533675310168e-166
NK / CD8+ T cells,HAPLN3,-27.580387,,1.912907368727449e-167,1.1955671054546555e-166
NK / CD8+ T cells,MAGEH1,-27.612522,,7.871489984518038e-168,4.935103438569303e-167
NK / CD8+ T cells,C1orf186,-27.697681,3.8830378,7.445951545629785e-169,4.712627560525181e-168
NK / CD8+ T cells,NIPSNAP3B,-27.712666,2.426815,4.913618977029105e-169,3.1296936159421053e-168
NK / CD8+ T cells,ARL6,-27.784763,0.2827143,6.628197929876345e-170,4.276256728952481e-169
NK / CD8+ T cells,DNAJA3,-27.865318,,7.026114688661349e-171,4.5772734128086965e-170
NK / CD8+ T cells,KIAA1430,-27.88255,,4.343511784811633e-171,2.8482044490568083e-170
NK / CD8+ T cells,RP11-247A12.2,-27.950342,1.6790167,6.529616052828019e-172,4.309977592625755e-171
NK / CD8+ T cells,C16orf54,-27.987272,,2.3213113463848148e-172,1.5475408975898767e-171
NK / CD8+ T cells,TTC14,-28.010763,,1.2014894659122627e-172,8.063687690686327e-172
NK / CD8+ T cells,SNAP47,-28.021303,3.3722808,8.939546918328772e-173,6.01989691469951e-172
NK / CD8+ T cells,TRIM23,-28.032818,-0.3258635,6.471020558424294e-173,4.387132581982572e-172
NK / CD8+ T cells,CRIP2,-28.067066,,2.4730738675935625e-173,1.682363175233716e-172
NK / CD8+ T cells,SYNE2,-28.144178,,2.8236344003122683e-174,1.933996164597444e-173
NK / CD8+ T cells,AC113189.5,-28.239498,,1.9155264897364066e-175,1.3210527515423494e-174
NK / CD8+ T cells,ITM2C,-28.340454,,1.0974436476171046e-176,7.70135893064635e-176
NK / CD8+ T cells,STT3A,-28.471756,,2.6215449827201685e-178,1.859251760794446e-177
NK / CD8+ T cells,XRRA1,-28.510393,,8.707424254108046e-179,6.219588752934317e-178
NK / CD8+ T cells,RP11-400F19.6,-28.556265,,2.3483187004232917e-179,1.689437913973591e-178
NK / CD8+ T cells,RP11-70P17.1,-28.637577,2.3986745,2.2891461989690034e-180,1.6894067889070134e-179
NK / CD8+ T cells,SIRT1,-28.654078,3.1650548,1.4260735472322506e-180,1.056350775727593e-179
NK / CD8+ T cells,NOL11,-28.666677,,9.934120116324463e-181,7.385962911765399e-180
NK / CD8+ T cells,ADPRM,-28.75051,,8.92589897849359e-182,6.762044680676962e-181
NK / CD8+ T cells,SNHG12,-28.842197,,6.347430734899764e-183,4.8826390268459724e-182
NK / CD8+ T cells,NARG2,-28.90598,,1.0042238235349488e-183,7.814971389377033e-183
NK / CD8+ T cells,LPIN1,-28.959845,,2.1095605651710648e-184,1.6742544168024324e-183
NK / CD8+ T cells,TARSL2,-28.968027,,1.6639520895910624e-184,1.325858238717978e-183
NK / CD8+ T cells,SGSM2,-28.994228,,7.779951862629532e-185,6.274154727927042e-184
NK / CD8+ T cells,DIDO1,-29.006231,,5.490646187466207e-185,4.445867358272232e-184
NK / CD8+ T cells,ZNF747,-29.04308,,1.8818341406185592e-185,1.5299464557874466e-184
NK / CD8+ T cells,XXbac-BPGBPG55C20.2,-29.066355,0.7734808,9.562006380827328e-186,7.869964099446361e-185
NK / CD8+ T cells,ARRDC3,-29.087732,,5.131807998841485e-186,4.2943999990305314e-185
NK / CD8+ T cells,RP11-589C21.6,-29.149725,,8.421231999810066e-187,7.106524894354487e-186
NK / CD8+ T cells,TDG,-29.204565,,1.696898929783805e-187,1.4503409656271836e-186
NK / CD8+ T cells,P2RX5,-29.224562,,9.454857181750216e-188,8.115757237553833e-187
NK / CD8+ T cells,BOLA3,-29.294575,,1.2160192463149776e-188,1.0482924537198082e-187
NK / CD8+ T cells,TNFRSF13B,-29.374939,,1.1479631250690763e-189,1.0158965708575897e-188
NK / CD8+ T cells,ANKAR,-29.378677,,1.0284156012174227e-189,9.141472010821535e-189
NK / CD8+ T cells,ANKEF1,-29.440454,-1.8388239,1.668108949333925e-190,1.5028008552557884e-189
NK / CD8+ T cells,PVRL3,-29.453676,1.543734,1.12962303026793e-190,1.0269300275163e-189
NK / CD8+ T cells,C16orf58,-29.524937,,1.3780372899859821e-191,1.2878853177439086e-190
NK / CD8+ T cells,ZBED5-AS1,-29.615108,,9.548674128711004e-193,9.181417431452889e-192
NK / CD8+ T cells,LZTS2,-29.632936,0.6059779,5.627420067593723e-193,5.46351462873177e-192
NK / CD8+ T cells,BCDIN3D,-29.642067,,4.2918760685034506e-193,4.1871961643936105e-192
NK / CD8+ T cells,RP11-509J21.2,-29.682196,1.9067342,1.3035670903005108e-193,1.2843025520202077e-192
NK / CD8+ T cells,AP3M2,-29.71498,,4.918108431165688e-194,4.86941428828286e-193
NK / CD8+ T cells,UBIAD1,-29.76088,,1.2541380766599846e-194,1.2478985837412781e-193
NK / CD8+ T cells,AC073072.5,-29.78838,1.9263018,5.5249241539336826e-195,5.524924153933683e-194
NK / CD8+ T cells,PITPNA-AS1,-29.847202,,9.543990774082044e-196,9.640394721294992e-195
NK / CD8+ T cells,MRPL1,-29.850346,0.27554965,8.688424402832424e-196,8.820735434347638e-195
NK / CD8+ T cells,DEXI,-29.89424,,2.3380507717336023e-196,2.3857660936057163e-195
NK / CD8+ T cells,RP5-1073O3.7,-29.939705,,5.99066579758232e-197,6.207943831691523e-196
NK / CD8+ T cells,MRM1,-30.052908,,2.0004297338492358e-198,2.1057155093149848e-197
NK / CD8+ T cells,KRT1,-30.054209,,1.923665526569825e-198,2.0356248958410847e-197
NK / CD8+ T cells,KRBOX4,-30.064505,,1.4111393309562552e-198,1.5012120542087822e-197
NK / CD8+ T cells,RGS16,-30.064775,,1.3996783070140518e-198,1.496982146539093e-197
NK / CD8+ T cells,FAM154B,-30.152807,1.4440906,9.85496755749465e-200,1.0770456346988688e-198
NK / CD8+ T cells,TXNRD3,-30.153944,0.61750054,9.522180275562816e-200,1.0463934368750347e-198
NK / CD8+ T cells,MS4A1,-30.21434,,1.535211814938137e-200,1.705790905486819e-199
NK / CD8+ T cells,POMT1,-30.224798,2.251219,1.1188119664724135e-200,1.2500692362820263e-199
NK / CD8+ T cells,SCAI,-30.271753,0.32064274,2.699267178849079e-201,3.0673490668739536e-200
NK / CD8+ T cells,ZNF559,-30.27972,,2.1202712511111184e-201,2.4231671441269925e-200
NK / CD8+ T cells,KIAA0040,-30.307465,,9.140483566862155e-202,1.0628469263793205e-200
NK / CD8+ T cells,BLNK,-30.328897,,4.76942624132396e-202,5.611089695675247e-201
NK / CD8+ T cells,ZNF92,-30.337566,,3.6654101698507303e-202,4.337763514616248e-201
NK / CD8+ T cells,ZBTB32,-30.361275,,1.7836018317034022e-202,2.1360500978483857e-201
NK / CD8+ T cells,FBXO21,-30.378426,,1.058862570523704e-202,1.2834697824529743e-201
NK / CD8+ T cells,AEBP1,-30.461283,2.4477427,8.492397540934289e-204,1.054956216265129e-202
NK / CD8+ T cells,RP11-111M22.3,-30.551888,,5.337355344842039e-205,6.671694181052549e-204
NK / CD8+ T cells,TOP1MT,-30.700964,,5.5254749943020775e-207,7.270361834607997e-206
NK / CD8+ T cells,PMEPA1,-30.735104,2.954377,1.933938343531604e-207,2.578584458042139e-206
NK / CD8+ T cells,IL6,-30.862179,,3.8453611989500303e-209,5.267618080753466e-208
NK / CD8+ T cells,KIF3A,-30.937395,,3.7542181316655917e-210,5.250654729602227e-209
NK / CD8+ T cells,GADD45G,-30.94845,,2.6656764810108433e-210,3.754473916916681e-209
NK / CD8+ T cells,CCDC66,-30.968012,,1.4538362125165196e-210,2.076908875023599e-209
NK / CD8+ T cells,CHD7,-30.970858,,1.3311018038329845e-210,1.9291330490333107e-209
NK / CD8+ T cells,RP13-131K19.7,-30.976112,3.7188354,1.1309162543781306e-210,1.6509726341286576e-209
NK / CD8+ T cells,ZCCHC11,-31.108906,,1.8252648208228782e-212,2.8080997243428893e-211
NK / CD8+ T cells,IDUA,-31.16903,-0.21646778,2.801612495024993e-213,4.411988181141721e-212
NK / CD8+ T cells,PDE6B,-31.180002,,1.9892387134217185e-213,3.157521767336061e-212
NK / CD8+ T cells,TASP1,-31.180761,,1.9426878092713034e-213,3.1083004948340855e-212
NK / CD8+ T cells,IL4R,-31.19458,,1.2619601757442349e-213,2.0519677654377804e-212
NK / CD8+ T cells,GRAP,-31.234789,,3.5925366757083346e-214,5.9380771499311314e-213
NK / CD8+ T cells,PAXIP1-AS1,-31.444504,,4.9905696689598545e-217,8.679251598191051e-216
NK / CD8+ T cells,HMG20A,-31.456398,1.6778548,3.4317824594106227e-217,6.020670981422145e-216
NK / CD8+ T cells,RP11-138A9.2,-31.460651,,3.0015334583789782e-217,5.359881175676747e-216
NK / CD8+ T cells,MTRF1,-31.52438,-1.8048736,4.0259338053780597e-218,7.387034505280844e-217
NK / CD8+ T cells,FHL1,-31.549902,,1.7986087533964408e-218,3.3307569507341495e-217
NK / CD8+ T cells,RP11-706O15.1,-31.567135,0.9914922,1.0435624644153168e-218,1.9505840456361064e-217
NK / CD8+ T cells,FBXO33,-31.628912,,1.4788444726846815e-219,2.8715426654071486e-218
NK / CD8+ T cells,MDS2,-31.831717,,2.357387855561821e-222,5.238639679026269e-221
NK / CD8+ T cells,SLC4A7,-31.959225,,4.0220168876989672e-224,9.140947472043108e-223
NK / CD8+ T cells,CD79A,-31.966677,,3.168922172905661e-224,7.3483113612624e-223
NK / CD8+ T cells,SNPH,-32.17428,0.36916807,4.0422932030335515e-227,1.0364854366752696e-225
NK / CD8+ T cells,RP11-421L21.3,-32.28705,,1.0631994608034415e-228,2.8351985621425107e-227
NK / CD8+ T cells,LAMP3,-32.298317,,7.38560469356124e-229,1.996109376638173e-227
NK / CD8+ T cells,URGCP,-32.315983,,4.1714026880728814e-229,1.1428500515268169e-227
NK / CD8+ T cells,PPP1R14A,-32.33273,,2.426560425807248e-229,6.835381481147179e-228
NK / CD8+ T cells,SCAPER,-32.36202,,9.40004013028118e-230,2.724649313124979e-228
NK / CD8+ T cells,NOG,-32.41098,,1.9223430682636686e-230,5.7383375172049806e-229
NK / CD8+ T cells,ORC2,-32.502182,,9.932584472806696e-232,3.1532014199386334e-230
NK / CD8+ T cells,GTF2H2,-32.532204,,3.738538537916879e-232,1.205980173521574e-230
NK / CD8+ T cells,C8orf44,-32.564526,,1.3042160282536106e-232,4.276118125421674e-231
NK / CD8+ T cells,TBCK,-32.637737,,1.1962609728003743e-233,3.987536576001248e-232
NK / CD8+ T cells,PDIK1L,-32.759853,,2.198048480030299e-235,8.140920296408514e-234
NK / CD8+ T cells,ACOT13,-32.773346,,1.4120325153970232e-235,5.328424586403861e-234
NK / CD8+ T cells,RP11-178G16.4,-32.785812,1.1596771,9.380959010453457e-236,3.6788074550797874e-234
NK / CD8+ T cells,PPIL4,-32.89641,,2.4734886715402803e-237,1.03062027980845e-235
NK / CD8+ T cells,ZNF232,-32.954937,0.85496676,3.594712142072423e-238,1.562918322640184e-236
NK / CD8+ T cells,ZNF528,-33.044514,,1.8651878593582309e-239,8.478126633446505e-238
NK / CD8+ T cells,HKDC1,-33.127342,1.3460219,1.200775132037226e-240,5.585000614126633e-239
NK / CD8+ T cells,URB2,-33.231007,-0.6159925,3.840080008540754e-242,1.8286095278765494e-240
NK / CD8+ T cells,MZB1,-33.29804,,4.121639150038531e-243,2.0608195750192657e-241
NK / CD8+ T cells,AC009501.4,-33.52439,1.8822366,2.1267196485194845e-246,1.2889209991027178e-244
NK / CD8+ T cells,PURA,-34.023453,3.683439,1.002665901599463e-253,7.712814627688177e-252
NK / CD8+ T cells,PLD6,-34.077534,,1.5875008630022564e-254,1.3804355330454403e-252
NK / CD8+ T cells,YPEL4,-34.172962,1.4316516,6.098384809674395e-256,6.419352431236205e-254
NK / CD8+ T cells,Y_RNA,-34.175022,1.2468826,5.683641960766964e-256,6.315157734185516e-254
NK / CD8+ T cells,RGMB,-34.17594,,5.507340906404411e-256,6.315157734185516e-254
NK / CD8+ T cells,RP3-395M20.9,-34.239292,0.5129936,6.2955071230124345e-257,8.394009497349913e-255
NK / CD8+ T cells,C16orf74,-34.254303,,3.763442340165862e-257,5.376346200236945e-255
NK / CD8+ T cells,SEMA4F,-34.432858,0.80309236,8.130818526902824e-260,1.478330641255059e-257
NK / CD8+ T cells,AC195454.1,-34.838684,1.1430376,6.317445872137499e-266,1.5793614680343747e-263
NK / CD8+ T cells,RBM26-AS1,-34.950073,1.9930248,1.2916551396650447e-267,3.6904432561858423e-265
NK / CD8+ T cells,RP11-219B4.7,-34.99302,5.268201,2.873165713297101e-268,9.57721904432367e-266
NK / CD8+ T cells,PLEK2,-35.35636,0.75387484,8.005555207100868e-274,8.005555207100867e-271
NK / CD8+ T cells,RP5-887A10.1,-35.845043,,2.196858233850586e-281,4.393716467701172e-278
FCGR3A+ Monocytes,AC009501.4,18.689917,,5.980551597369274e-78,7.119789811167043e-75
FCGR3A+ Monocytes,RP11-219B4.7,18.569208,,5.70378333917667e-77,2.281513335670668e-74
FCGR3A+ Monocytes,IL6,18.153214,,1.2110333660028516e-73,1.3660106231804972e-71
FCGR3A+ Monocytes,MTRF1,17.865786,,2.1784017577051346e-71,1.3202434895182633e-69
FCGR3A+ Monocytes,PLD6,17.842524,0.8340254,3.3043103638286878e-71,1.88817735075925e-69
FCGR3A+ Monocytes,ZNF528,17.626228,5.098478,1.5496397871282266e-69,6.594211860120113e-68
FCGR3A+ Monocytes,PAK3,17.606998,-1.2117717,2.1768699039004513e-69,9.07029126625188e-68
FCGR3A+ Monocytes,C1orf186,17.541035,,6.964754243286834e-69,2.628209148410126e-67
FCGR3A+ Monocytes,PLEK2,17.511568,-1.6425202,1.1692776623468624e-68,4.2519187721704086e-67
FCGR3A+ Monocytes,BACE2,17.45067,,3.402131048967614e-68,1.0631659528023793e-66
FCGR3A+ Monocytes,PURA,17.39546,,8.930685200544356e-68,2.4807458890400994e-66
FCGR3A+ Monocytes,CAMK2N1,17.390808,-1.3802996,9.686006494105557e-68,2.548949077396199e-66
FCGR3A+ Monocytes,FBXO33,17.35824,,1.7088431604622994e-67,4.3261852163602517e-66
FCGR3A+ Monocytes,Y_RNA,17.352863,,1.8765476512943743e-67,4.6913691282359356e-66
FCGR3A+ Monocytes,PGM2L1,17.326498,9.106695,2.968629972807809e-67,7.240560909287338e-66
FCGR3A+ Monocytes,RP11-111M22.3,17.301994,,4.5438274315887565e-67,1.0445580302502889e-65
FCGR3A+ Monocytes,SIRT1,17.269323,,8.00765228286992e-67,1.799472423116836e-65
FCGR3A+ Monocytes,RP11-400F19.6,17.213905,,2.0886029832842794e-66,4.491619318890923e-65
FCGR3A+ Monocytes,FHL1,17.17565,,4.040979029452397e-66,8.418706311359161e-65
FCGR3A+ Monocytes,ANKEF1,17.120543,-6.4532204,1.042980635797767e-65,2.0252051180539166e-64
FCGR3A+ Monocytes,RP11-493L12.4,17.036797,-0.77082723,4.380828266094228e-65,7.893384263232843e-64
FCGR3A+ Monocytes,PAXIP1-AS1,16.98448,,1.0699743127142236e-64,1.829015919169613e-63
FCGR3A+ Monocytes,TCL1B,16.882639,-1.5877494,6.038322939200804e-64,9.81841128325334e-63
FCGR3A+ Monocytes,RBM26-AS1,16.87623,-2.2205029,6.730873280654338e-64,1.0769397249046942e-62
FCGR3A+ Monocytes,FCGR3A,16.826498,,1.5606279209153132e-63,2.3645877589625957e-62
FCGR3A+ Monocytes,PPIL4,16.808094,,2.1290465168823127e-63,3.1776813684810635e-62
FCGR3A+ Monocytes,NCKAP1,16.79786,-0.8784983,2.530127790970582e-63,3.7483374681045655e-62
FCGR3A+ Monocytes,MDS2,16.688057,,1.600950285212971e-62,2.2082072899489257e-61
FCGR3A+ Monocytes,RGMB,16.66831,-0.09309046,2.2280550706817833e-62,3.010885230651059e-61
FCGR3A+ Monocytes,PDIK1L,16.667068,3.5573244,2.2747779698042584e-62,3.0533932480594073e-61
FCGR3A+ Monocytes,ZNF92,16.631607,,4.114163951827581e-62,5.2745691690097194e-61
FCGR3A+ Monocytes,DIDO1,16.545275,,1.7317365504911676e-61,2.124830123302046e-60
FCGR3A+ Monocytes,C16orf54,16.529352,,2.2555450337964117e-61,2.7339939803592865e-60
FCGR3A+ Monocytes,NR2C1,16.484274,1.3599808,4.7598017580931516e-61,5.595660838410904e-60
FCGR3A+ Monocytes,RNF26,16.483963,4.6028643,4.784290016841323e-61,5.595660838410904e-60
FCGR3A+ Monocytes,RP5-887A10.1,16.334667,5.111973,5.593713962527601e-60,5.982581778104387e-59
FCGR3A+ Monocytes,TMEM177,16.319778,2.3704982,7.139435092885656e-60,7.51519483461648e-59
FCGR3A+ Monocytes,SLC4A7,16.303236,,9.36027668761138e-60,9.801336845666366e-59
FCGR3A+ Monocytes,URGCP,16.282764,,1.3082341709630448e-59,1.3486950216113863e-58
FCGR3A+ Monocytes,OBSCN,16.245853,-3.2315705,2.389913082025584e-59,2.426307697487902e-58
FCGR3A+ Monocytes,IL4R,16.196018,,5.379897057311791e-59,5.3531314003102394e-58
FCGR3A+ Monocytes,CTA-250D10.23,16.123646,1.2528703,1.7403353521162427e-58,1.66539268145095e-57
